CreationDate,Creator,Date_of_Movement,EditDate,Editor,Fault_Slip_Measurement_Type,Feature_Origin,GlobalID,Heave_cm,Heave_max_cm,Heave_min_cm,Horizontal_Separation_Max_cm,Horizontal_Separation_Min_cm,Horizontal_Separation_cm,Local_Fault_Azimuth_Degrees,Local_Fault_Dip,Mode_Observation,Net_Slip_Max_cm,Net_Slip_Min_cm,Net_Slip_Preferred_cm,Notes,OBJECTID,Plunge,Rupture_Expression,Rupture_Width_Max_m,Rupture_Width_Min_m,Rupture_Width_m,Scarp_Facing_Direction,Slip_Azimuth,Slip_Offset_Feature_Notes,Slip_Sense,Station_ID,VM_Slip_Azimuth,Vector_Offset_Feature_Notes,Vertical_Separation_Max_cm,Vertical_Separation_Min_cm,Vertical_Separation_cm,_Compiler_Note,_aperture_max,_aperture_min,_aperture_pref,_citation,_comp_offset,_feature_type,_heave_type,_latitude,_longitude,_obs_affiliation,_obs_position,_observed_feature,_orig_lat,_orig_lon,_photo,_source,_team,_team_id,_trace,_vert_slip_type
2019-07-06T16:22:50-07,J. Thompson Jobe,,,,,Tectonic,,,,,,,18.0,,,,,,,"Source: Ridgecrest 2019; Right-lateral slip; 18 cm of slip observed on berm on north side of road. In general, fault steps left, but overall nw trend. Some areas of distributed offset, but at nw end, still good fault traces observed at surface. Walked out fault trace for 800 m. ",1306,,,,,,,,,Right,Stop 1 070619,,,,,,,,,,,,Cultural,,35.59018474,-117.4163147,USGS,At Site,Road berm,35.59018474,-117.4163147,,7.1,"J. Delano/USGS
C. DuRoss/USGS
R. Gold/USGS
J. Thompson Jobe/USGS",'07/06-3',,
2019-07-06T16:27:08-07,I. Pierce,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; Right-stepping en echelon faults, overlapping subtle depressions and compression mounds, scarps up to 30 cm high. 
",1307,,En echelon,,,,,,,Left - Reverse,48,,,30.0,,,,,,,,,,,35.6202579,-117.5706515,UNR,At Site,,35.6202579,-117.5706515,,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',,Separation
2019-07-06T16:32:17-07,J. Thompson Jobe,,,,,Tectonic,,,,,,,20.0,,,,,,,"Source: Ridgecrest 2019; 20 cm of offset across two traces, 18 cm on west trace, 2-3 cm on east trace ",1308,,,,,,,,,Right,Stop 2 070619,,,,,,,,,,,,,,35.59021491,-117.4166039,USGS,At Site,,35.59021491,-117.4166039,,7.1,"J. Delano/USGS
C. DuRoss/USGS
R. Gold/USGS
J. Thompson Jobe/USGS",'07/06-3',,
2019-07-06T16:39:37-07,J. Thompson Jobe,,,,,Tectonic,,,,,,,20.0,,,,,,,"Source: Ridgecrest 2019; Offset tire tracks, 20 cm offset, appears to be more distributed. Small fissure/crack just to north. ",1309,,,,,,,,,Right,Stop 3 070619,,,,,,,,,,,,Cultural,,35.59090152,-117.4171976,USGS,At Site,Tire tracks,35.59090152,-117.4171976,,7.1,"J. Delano/USGS
C. DuRoss/USGS
R. Gold/USGS
J. Thompson Jobe/USGS",'07/06-3',,
2019-07-06T16:53:23-07,J. Treiman,,,,,Tectonic,,,,,2.0,1.0,,,,,,,,"Source: Ridgecrest 2019; 1-2 cm left-lateral, right stepping.stepping; N80E; along south side of pressure ridge",1310,,,,,,,,,Left,Placemark 1,,,,,,,,,,,,,,35.62097279,-117.578346,CGS,At Site,,35.62097279,-117.578346,,6.4,J. Treiman/CGS,'07/06-4',,
2019-07-06T17:07:06-07,I. Pierce,,,,,Tectonic,,,,,,,,,,,,,,Source: Ridgecrest 2019; Small scarp 2-5 cm up on SE and small offset curvilinear gullies. ,1311,,Scarp,,,,West,,,Normal,50,,,5.0,2.0,,,,,,,,Natural,,35.61243133,-117.5787587,UNR,At Site,Gully,35.61243133,-117.5787587,,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',,Separation
2019-07-06T17:12:00-07,I. Pierce,,,,,Tectonic,,,30.0,0.5,,,,,,,,,,"Source: Ridgecrest 2019; Small right stepping dilational breaks open 0.5 cm to 30 cm.
",1312,,En echelon,,,,,,,Left,51,,,,,,,,,,,,,Extension,35.61113521,-117.5796796,UNR,At Site,,35.61113521,-117.5796796,,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',,
2019-07-06T17:15:21-07,I. Pierce,,,,,Tectonic,,,90.0,30.0,,,,,,,,,,"Source: Ridgecrest 2019; 30 to 90 cm wide x 30 cm ft deep open breaks right stepping predominantly dilational. 
",1313,,En echelon,,,,,,,Left,52,,,,,,,,,,,,,Extension,35.61038483,-117.5800207,UNR,At Site,,35.61038483,-117.5800207,,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',,
2019-07-06T17:19:03-07,I. Pierce,,,,,Tectonic,,,60.0,30.0,,,,,,,,,,"Source: Ridgecrest 2019; 30 to 60 cm wide x 1.2 m deep open crack 
",1314,,,,,,,,,,54,,,,,,,,,,,,,Extension,35.60966856,-117.5804982,UNR,At Site,,35.60966856,-117.5804982,,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',,
2019-07-06T18:00:40-07,J. Thompson Jobe,,,,,Tectonic,,,,,,,48.0,,,,,,,"Source: Ridgecrest 2019; 48 cm of offset, decreases away from fault over 15 m or so. Railroad tie gap used for offset. Railroad tracks actually bend and are not broken. Fault trace continues to south of tracks. ",1315,,,,,,,,,Right,Stop 7 070619,,,,,,,,,,,,Cultural,,35.59430977,-117.4004649,USGS,At Site,Railroad tie,35.59430977,-117.4004649,,7.1,"J. Delano/USGS
C. DuRoss/USGS
R. Gold/USGS
J. Thompson Jobe/USGS",'07/06-3',,
2019-07-06T18:20:00-07,C. Hitchcock,,,,,Tectonic,,,,,,,91.0,,,,,,,Source: Ridgecrest 2019; Right-lateral offset of roadway. 3 ft offset of road tracks,1316,,,,,,,,,Right,Observation 60,,,,,,Observation time is estimated,,,,,,Cultural,,35.59645633,-117.4022111,InfraTerra,At Site,Road tracks,35.59645633,-117.4022111,,7.1,"C. Hitchcock/InfraTerra
O. Kozaci/InfraTerra
C. Madugo/PG&E",'07/06-6',,
2019-07-06T18:34:00-07,C. Hitchcock,,,,,Tectonic,,,,,,,61.0,,,,,,,Source: Ridgecrest 2019; 2 ft offset of tracks,1317,,,,,,,,,Right,Observation 61,,,,,,,,,,,,Cultural,,35.59432367,-117.4005113,InfraTerra,At Site,Tracks,35.59432367,-117.4005113,,7.1,"C. Hitchcock/InfraTerra
O. Kozaci/InfraTerra
C. Madugo/PG&E",'07/06-6',,
2019-07-06T18:45:14-07,I. Pierce,,,,,Tectonic,,,15.0,2.0,,,,,,,,,,"Source: Ridgecrest 2019; Small cracks near dirt road, 2 to 15 cm wide x 10 cm deep
",1318,,Crack(s),,,,,,,,61,,,,,,,,,,,,,Extension,35.60378552,-117.5869313,UNR,At Site,,35.60378552,-117.5869313,,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',,
2019-07-06T19:10:05-07,I. Pierce,,,,,Tectonic,,,1.0,,,,,,,,,,,Source: Ridgecrest 2019; Same as 64 except break tighter <1 cm. Farthest south break found,1319,,,,,,,,,,Placemark 48,,,,,,,,,,,,,Extension,35.59935126,-117.5909972,UNR,At Site,,35.59935126,-117.5909972,,6.4,"B. Brooks/USGS
T. Ericksen/USGS
I. Pierce/UNR",'07/06-1',,
2019-07-07T00:00:00-07,R. Gold,,,,Separation,Tectonic,,,,,24.0,16.0,20.0,,,,,,,Source: Ridgecrest 2019; Left-lateral offset along rupture,1320,,,,,,West,,,Left,363,,,3.0,2.0,2.5,Observation time not reported,,,,,,,,35.88743099,-117.703593,USGS,At Site,,35.88743099,-117.703593,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,Separation
2019-07-07T00:00:00-07,A. Hatem,,,,Separation,Tectonic,,,,,55.0,35.0,50.0,,,,,,,"Source: Ridgecrest 2019; Triple stranded w/natural bend in stream
Offset quality - B/C",1321,,,,,,West,,,Right - Normal,8,,,26.0,20.0,23.0,Observation time not reported,,,,,,,,35.59201017,-117.3983122,USC,At Site,,35.59201017,-117.3983122,,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',,Separation
2019-07-07T00:00:00-07,A. Hatem,,,,Separation,Tectonic,,,,,10.0,6.0,8.0,,,,,,,"Source: Ridgecrest 2019; Thalweg of channel-fuzzy
Offset quality - B",1322,,,,,,West,,,Right,9,,,18.0,14.0,16.0,Observation time not reported,,,,,,Natural,,35.59179564,-117.3981459,USC,At Site,Channel thalweg,35.59179564,-117.3981459,,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',,Separation
2019-07-07T00:00:00-07,D. McPhillips,,,,,Tectonic,,,,,4.0,,,,,,,,,Source: Ridgecrest 2019; Point on N-S fracture,1323,,Crack(s),,,,,,,Left,nb ns1,,,,,,Observation time not reported,,,,,,,,35.62206252,-117.5719597,USGS,At Site,,35.62206252,-117.5719597,,6.4,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,,,,,,,,,,Source: Ridgecrest 2019; West facing scarp that connects to wp372?,1324,,Scarp,,,,West,,,Normal,379,,,,,16.0,Observation time not reported,,,,,,,,35.89917404,-117.702608,USGS,At Site,,35.89917404,-117.702608,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,Separation
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,18.0,15.0,,,,,,,,Source: Ridgecrest 2019; Crack in road,1325,,Crack(s),,,,,,,Left,358RDCRK,,,,,,Observation time not reported,,,,,,Cultural,,35.86312297,-117.733922,USGS,At Site,Road,35.86312297,-117.733922,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,,,,,,,,,,Source: Ridgecrest 2019; Continuation of rupture from Playa,1326,,,,,,West,,,Normal,381,,,,,25.0,Observation time not reported,,,,,,,,35.89975499,-117.702378,USGS,At Site,,35.89975499,-117.702378,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,Separation
2019-07-07T00:00:00-07,C. DuRoss,,,,Separation,Tectonic,,,,,130.0,90.0,110.0,,,,,,,Source: Ridgecrest 2019; 1.1 +/- 0.2 m right-lateral. Possible paleo offsets: 2.5 +/- 0.2 m and 7 to 9 m (measured using terrace with and offset of riser crests). Fault: 130 degrees.  Gordon Seitz has additional notes.,1327,,,,,,,,,Right,LTF1,,,,,,Observation time not reported,,,,,,Natural,,35.69027727,-117.5402384,USGS,At Site,Terrace riser crest,35.69027727,-117.5402384,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
G. Seitz/CGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-3',,
2019-07-07T00:00:00-07,A. Hatem,,,,,Tectonic,,,,,50.0,40.0,,,,,,,,"Source: Ridgecrest 2019; Offset small wash-weakly double stranded
Offset quality - B",1328,,,,,,West,,,Right,12,,,,,15.0,Observation time not reported,,,,,,,,35.59105707,-117.3971446,USC,At Site,,35.59105707,-117.3971446,,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',,Separation
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,,,5.0,,,,,,,Source: Ridgecrest 2019; Vertical scarp w/minor right-lateral,1329,,Scarp,,,,,,,Right - Normal ,375,,,,,10.0,Observation time not reported,,,,,,,,35.90379297,-117.706651,USGS,At Site,,35.90379297,-117.706651,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,Separation
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,,,,,,,,,,Source: Ridgecrest 2019; Vertical scarp across road. Pre-existing scarp.,1330,,Scarp,,,,West,,,Normal,377,,,,,24.0,Observation time not reported,,,,,,Cultural,,35.90567697,-117.713927,USGS,At Site,Road,35.90567697,-117.713927,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,Separation
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,,,14.0,,,,,,,Source: Ridgecrest 2019; Rupture south of Airport Lake,1331,,,,,,,,,Left,359,,,,,,Observation time not reported,,,,,,,,35.88593298,-117.704596,USGS,At Site,,35.88593298,-117.704596,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,A. Hatem,,,,,Tectonic,,,,,90.0,60.0,,,,,,,,"Source: Ridgecrest 2019; Channel edge offset
Offset quality - C",1332,,,,,,,,,Right,13,,,,,,Observation time not reported,,,,,,Natural,,35.59095922,-117.3970543,USC,At Site,Channel edge,35.59095922,-117.3970543,,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',,
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,,,2.0,,,,,,,Source: Ridgecrest 2019; Normal rupture w/minor left-lateral,1333,,,,,,,,,Left - Normal,372,,,16.0,12.0,14.0,Observation time not reported,,,,,,,,35.90231398,-117.701625,USGS,At Site,,35.90231398,-117.701625,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,Separation
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,17.0,16.0,,,,,,,,Source: Ridgecrest 2019; Right-lateral rupture of road,1334,,,,,,,,,Right,370,,,,,,Observation time not reported,,,,,,Cultural,,35.88951297,-117.687831,USGS,At Site,Road,35.88951297,-117.687831,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,D. McPhillips,,,,,Tectonic,,,,,4.0,,,,,,,,,Source: Ridgecrest 2019; Point on N-S fracture,1335,,Crack(s),,,,,,,Left,nb ns3,,,,,,Observation time not reported,,,,,,,,35.62196411,-117.5722015,USGS,At Site,,35.62196411,-117.5722015,,6.4,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,R. Gold,,,,Separation,Tectonic,,,,,17.0,11.0,14.0,,,,,,,Source: Ridgecrest 2019; Left-lateral rupture and opening,1336,,,,,,,,,Left,364,,,,,,Observation time not reported,,,,,,,,35.88783098,-117.703037,USGS,At Site,,35.88783098,-117.703037,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,A. Hatem,,,,Separation,Tectonic,,,,,103.0,83.0,93.0,,,,,,,"Source: Ridgecrest 2019; Multi-stranded offset
Offset quality - A",1337,,,,,,West,,,Right,6,,,,,20.0,Observation time not reported,,,,,,,,35.59225177,-117.3986421,USC,At Site,,35.59225177,-117.3986421,,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',,Separation
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,,,,,,,,,,Source: Ridgecrest 2019; Same scarp as 377,1338,,Scarp,,,,West,,,Normal,378,,,,,22.0,Observation time not reported,,,,,,,,35.90539198,-117.714084,USGS,At Site,,35.90539198,-117.714084,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,Separation
2019-07-07T00:00:00-07,A. Hatem,,,,Separation,Tectonic,,,,,130.0,110.0,120.0,,,,,,,"Source: Ridgecrest 2019; Offset of small wash
Offset quality - A",1339,,,,,,West,,,Right,3,,,,,20.0,Observation time not reported,,,,,,Natural,,35.59254599,-117.3990421,USC,At Site,Wash,35.59254599,-117.3990421,,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',,Separation
2019-07-07T00:00:00-07,A. Hatem,,,,,Tectonic,,,,,200.0,,,,,,,,,Source: Ridgecrest 2019; Maybe previous channel offset from prior rupture,1340,,,,,,,,,Right,10,,,,,,Observation time not reported. Reported displacement interpreted as maximum due to likely offset from prior event(s).,,,,,,,,35.59176664,-117.3982695,USC,At Site,,35.59176664,-117.3982695,,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',,
2019-07-07T00:00:00-07,A. Hatem,,,,,Tectonic,,,,,10.0,,,,,,,,,Source: Ridgecrest 2019; ~10's of cm right-lateral across drive track-no measurement,1341,,,,,,,,,Right,4,,,,,,Observation time not reported,,,,,,Cultural,,35.59406429,-117.4002337,USC,At Site,Tire track,35.59406429,-117.4002337,,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',,
2019-07-07T00:00:00-07,D. McPhillips,,,,,Tectonic,,,,,4.0,,,,,,,,,Source: Ridgecrest 2019; Point on N-S fracture,1342,,Crack(s),,,,,,,Left,nb ns7,,,,,,Observation time not reported,,,,,,,,35.62174081,-117.5726175,USGS,At Site,,35.62174081,-117.5726175,,6.4,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,D. McPhillips,,,,,Tectonic,,,,,4.0,,,,,,,,,Source: Ridgecrest 2019; Point on N-S fracture,1343,,Crack(s),,,,,,,Left,nb ns4,,,,,,Observation time not reported,,,,,,,,35.62187679,-117.5721557,USGS,At Site,,35.62187679,-117.5721557,,6.4,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,18.0,15.0,,,,,,,,Source: Ridgecrest 2019; Crack in road,1344,,Crack(s),,,,,,,Left,358 CRACKRD,,,,,,Observation time not reported. Appears same as 29063 and 29064 but 60 m away,,,,,,Cultural,,35.86283597,-117.734567,USGS,At Site,Road,35.86283597,-117.734567,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,D. McPhillips,,,,,Tectonic,,,,,4.0,,,,,,,,,Source: Ridgecrest 2019; Point on N-S fracture,1345,,Crack(s),,,,,,,Left,nb ns8,,,,,,Observation time not reported,,,,,,,,35.62167019,-117.5728323,USGS,At Site,,35.62167019,-117.5728323,,6.4,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,C. DuRoss,,,,Separation,Tectonic,,,,,110.0,90.0,100.0,,,,,,,"Source: Ridgecrest 2019; 1.0 +/-  0.1 m right-lateral; <0.1 m vertical.  2019 rupture only. Minor, linear stream channel that is normal to fault scarp. 125º fault orientation. Zone of cracks to west not included in measurement, but these only have cm-scale offset. High quality.",1346,,,,,,,,,Right,LTF3,,,10.0,,,Observation time not reported,,,,,,Natural,,35.69165467,-117.5424434,USGS,At Site,Stream Channel,35.69165467,-117.5424434,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
G. Seitz/CGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-3',,Separation
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,,,8.0,,,,,,,Source: Ridgecrest 2019; Crack across road,1347,,Crack(s),,,,,,,Left,373,,,,,,Observation time not reported,,,,,,Cultural,,35.90324999,-117.704716,USGS,At Site,Road,35.90324999,-117.704716,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,D. McPhillips,,,,,Tectonic,,,,,4.0,,,,,,,,,Source: Ridgecrest 2019; Point on N-S fracture,1348,,Crack(s),,,,,,,Left,nb ns5,,,,,,Observation time not reported,,,,,,,,35.6218353,-117.5722892,USGS,At Site,,35.6218353,-117.5722892,,6.4,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,R. Gold,,,,Separation,Tectonic,,,,,14.0,8.0,13.0,,,,,,,Source: Ridgecrest 2019; Right-lateral rupture,1349,,,,,,West,,,Right - Normal ,369,,,13.0,9.0,11.0,Observation time not reported,,,,,,,,35.88978496,-117.687758,USGS,At Site,,35.88978496,-117.687758,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,Separation
2019-07-07T00:00:00-07,A. Hatem,,,,Separation,Tectonic,,,,,70.0,50.0,60.0,,,,,,,"Source: Ridgecrest 2019; Double stranded channel edge + nearby graben
Offset quality - C",1350,,,,,,West,,,Right,14,,,,,10.0,Observation time not reported,,,,,,Natural,,35.590793,-117.396888,USC,At Site,Channel edge,35.590793,-117.396888,,7.1,"J. Dolan/USC
A. Hatem/USC",'07/07-9',,Separation
2019-07-07T00:00:00-07,D. McPhillips,,,,,Tectonic,,,,,4.0,,,,,,,,,Source: Ridgecrest 2019; Point on N-S fracture,1351,,Crack(s),,,,,,,Left,nb ns6,,,,,,Observation time not reported,,,,,,,,35.62174837,-117.5725063,USGS,At Site,,35.62174837,-117.5725063,,6.4,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,R. Gold,,,,,Tectonic,,,,,,,14.0,,,,,,,Source: Ridgecrest 2019; Rupture south of Airport Lake,1352,,,,,,,,,Left,358,,,,,,Observation time not reported,,,,,,,,35.88659196,-117.704198,USGS,At Site,,35.88659196,-117.704198,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T00:00:00-07,D. McPhillips,,,,,Tectonic,,,,,4.0,,,,,,,,,Source: Ridgecrest 2019; Point on N-S fracture,1353,,Crack(s),,,,,,,Left,nb ns2,,,,,,Observation time not reported,,,,,,,,35.62200892,-117.5721029,USGS,At Site,,35.62200892,-117.5721029,,6.4,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
2019-07-07T06:20:48-07,I. Pierce,,,,,Tectonic,,,60.0,,,,,,,,,,,"Source: Ridgecrest 2019; Surface cracks on trend with Station 70, up to 60 cm wide x 8 cm deep ",1354,,,,,,,,,,71,,,,,,,,,,,,,Extension,35.57089874,-117.3707019,UNR,At Site,,35.57089874,-117.3707019,,7.1,"R. Koehler/UNR
I. Pierce/UNR",'07/07-13',,
2019-07-07T09:28:21-07,J. Treiman,,,,Offset,Tectonic,,,,,57.0,51.0,,,,,,,,"Source: Ridgecrest 2019; Left-lateral offset of center line, distributed across 8.5 m zone",1355,,Crack(s),,,8.5,,43.0,,Left,C1_14,43.0,,,,,,,,8.5,,,Cultural,,35.61815623,-117.5728535,CGS,At Site,Road,35.61815623,-117.5728535,,6.4,J. Treiman/CGS,'07/07-1',,
2019-07-07T10:28:02-07,B. Olson,,,,,Tectonic,,,,,,,,,,,,,,"Source: Ridgecrest 2019; Fault scarp, rounded bend, approx 1 m uplift",1356,,,,,,,,,Normal,Placemark 9,,,,,100.0,,,,,,,,,35.77006494,-117.6027916,CGS,At Site,,35.77006494,-117.6027916,,7.1,"K. Kendrick/USGS
B. Olson/CGS",'07/07-5',,Separation
2019-07-07T10:37:12-07,K. Kendrick,,,,,Tectonic,,,,,,,,,,,,,,Source: Ridgecrest 2019; 95 cm up on east,1357,,Scarp,,,,West,,,Normal,156,,,105.0,85.0,95.0,,,,,,,Natural,,35.769581,-117.602644,USGS,At Site,ground surface,35.769581,-117.602644,,7.1,"K. Kendrick/USGS
B. Olson/CGS",'07/07-5',,Separation
2019-07-07T10:43:17-07,S. Akciz,,,,,Tectonic,,,,,125.0,95.0,,,,,,,,"Source: Ridgecrest 2019; Akciz 7/7/19
With Jayne Bormann
Right-lateral road offset 95-125 cm
Width of fault zone is ~17 m
Strike: 310
No obvious vertical offset",1358,,,,,17.0,,,,Right,Placemark 9,,,,,,,,,,,,Cultural,,35.58179213,-117.3834995,CSUF,At Site,Road,35.58179213,-117.3834995,,7.1,"S. Akciz/CSUF
J. Bormann/CSULB
S. Padilla/CSUF",'07/07-10',,
2019-07-07T10:43:44-07,I. Pierce,,,,,Tectonic,,,,,,,100.0,,,,,,,Source: Ridgecrest 2019; Offset of wash margin about 1 m.  Note station number 92 used twice.  This site is located about 80 m north of the line above.,1359,,,,,,,,,Right,92,,,,,,,,,,,,Natural,,35.58299763,-117.3853412,UNR,At Site,Wash,35.58299763,-117.3853412,,7.1,"R. Koehler/UNR
I. Pierce/UNR",'07/07-13',,
2019-07-07T10:45:12-07,E. Spangler,,,,,Tectonic,,,,,,,17.5,,,,,,,Source: Ridgecrest 2019; nan,1360,,,,,,,,,Left,Airport1 (C1_68),,,,,,,,,,,,,,35.88543421,-117.7051258,CGS,At Site,pull apart,35.88543421,-117.7051258,,7.1,"M. DeFrisco/CGS
C. DuRoss/USGS
R. Gold/USGS
J. Hernandez/CGS
D. McPhillips/USGS
E. Spangler/CGS
J. Thompson Jobe/USGS",'07/07-2',,
